Unnamed: 0_x,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Unnamed: 0_y,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
2498,San Benito,3626.1900920000003,8340.119207,161.92869140000002,42.50507799,55269,CA,,,,,
2499,San Bernardino,213386.4136,471690.1601,4975.955736,789.618926,2035210,CA,,,,,
2500,San Diego,117893.1404,404472.94399999996,2726.644288,2.616917177,3095313,CA,,,,,
2501,San Francisco,11271.527390000001,40832.49196,0.0,0.0,805235,CA,,,,,
2502,San Jacinto,8951.469216,9376.306407,201.3055896,0.0,26384,TX,,,,,
2503,San Joaquin,50802.81918,142050.0037,272.4272621,0.0,685306,CA,,,,,
2504,San Juan,136.63962859999998,136.63962859999998,135.60500530000002,0.0,699,CO,,,,,
2505,San Juan,35102.53894,43961.915610000004,7409.757258,5654.94348,130044,NM,,,,,
2506,San Juan,5452.135671999999,6532.485984,3839.8558310000003,3198.084402,14746,UT,,,,,
2507,San Juan,2705.143588,3276.60921,8.369620173,0.0,15769,WA,,,,,
2508,San Luis Obispo,23593.84247,52521.34347,1653.538532,223.3102826,269637,CA,,,,,
2509,San Mateo,12345.89304,53154.8509,719.5250942000001,0.0,718451,CA,,,,,
2510,San Miguel,631.3481979,932.4752156999999,98.44147077,1.270583527,7359,CO,,,,,
2511,San Miguel,7320.780276,10974.761120000001,2664.635069,792.1857034,29393,NM,,,,,
2512,San Patricio,9807.369989,19260.38225,27.93679265,0.0,64804,TX,,,,,
2513,San Saba,1515.710695,1921.0118,721.5956654,35.22280048,6131,TX,,,,,
2514,Sanborn,711.3248514,711.3248514,702.0007472,62.83788052,2355,SD,2462,1224.0,1193.0,3.0,31.0
2515,Sanders,4222.627621,4580.458814,2487.510396,995.1683198,11413,MT,1672,4696.0,4306.0,8.0,390.0
2516,Sandoval,25079.884280000002,31730.644480000003,8386.531520999999,2908.717554,131561,NM,1853,61805.0,57709.0,7.0,4096.0
2517,Sandusky,6406.734636,13129.3823,0.0,0.0,60944,OH,2153,31354.0,29845.0,5.0,1509.0
2518,Sangamon,18837.32711,42712.171519999996,533.4532686000001,0.0,197465,IL,695,105388.0,99920.0,5.0,5468.0
2519,Sanilac,10920.91309,13778.32559,500.58855,0.0,43114,MI,1332,19471.0,18203.0,7.0,1268.0
2520,Sanpete,6522.994665,10170.93268,585.2974531000001,0.0,27822,UT,2844,11443.0,10970.0,4.0,473.0
2521,Santa Barbara,17849.93651,62205.4942,935.9448118999999,84.31244699999999,423895,CA,,,,,
2522,Santa Clara,27712.417810000003,172799.0012,60.27457594,0.0,1781642,CA,,,,,
2523,Santa Cruz,13161.67717,18783.4368,868.3315195,36.28046392,47420,AZ,,,,,
2524,Santa Cruz,18414.11981,38584.53476,2.753166251,0.0,262382,CA,,,,,
2525,Santa Fe,24731.31979,35582.40086,692.3692683999999,8.295827315,144170,NM,,,,,
2526,Santa Rosa,29279.91445,38271.265569999996,677.4048280000001,0.0,151372,FL,,,,,
2527,Sarasota,36821.19408,75631.4909,9.132280649,0.0,379448,FL,391,177827.0,168802.0,5.0,9025.0
2528,Saratoga,22278.38763,31623.19881,30.95156361,0.0,219607,NY,1909,117549.0,112677.0,4.0,4872.0
2529,Sargent,698.7164084,719.2695401000001,245.1390287,0.0,3829,ND,2068,2257.0,2216.0,2.0,41.0
2530,Sarpy,11894.88052,22147.827719999997,0.064223924,0.0,158840,NE,1761,90635.0,88088.0,3.0,2547.0
2531,Sauk,8181.2042870000005,12190.44973,58.30922879999999,0.0,61976,WI,3156,35329.0,33880.0,4.0,1449.0
2532,Saunders,2526.213501,2930.5429489999997,698.5866988,0.0,20780,NE,1762,10926.0,10590.0,3.0,336.0
2533,Sawyer,5684.623073,6372.988003,1847.5619609999999,303.1215283,16557,WI,3157,7822.0,7203.0,8.0,619.0
2534,Schenectady,16505.37856,33442.20163,323.4399004,0.0,154727,NY,1910,76183.0,72596.0,5.0,3587.0
2535,Schleicher,323.39899019999996,607.8180913,48.79206261,13.05994167,3461,TX,2776,1500.0,1421.0,5.0,79.0
2536,Schley,1543.178116,2150.008754,26.77494654,0.0,5010,GA,524,2110.0,1970.0,7.0,140.0
2537,Schoharie,7333.952165000001,8421.724188,306.26831319999997,0.0,32749,NY,1911,14757.0,13901.0,6.0,856.0
2538,Schoolcraft,2105.942536,2671.277353,806.0752643999999,244.4193798,8485,MI,1333,3452.0,3078.0,11.0,374.0
2539,Schuyler,1415.78328,2251.0926670000003,408.3175219,0.0,7544,IL,696,3481.0,3278.0,6.0,203.0
2540,Schuyler,1810.6439239999997,1810.6439239999997,1397.156976,0.0,4431,MO,1609,1909.0,1798.0,6.0,111.0
2541,Schuyler,5095.668486,5379.535904,0.0,0.0,18343,NY,1912,8399.0,7845.0,7.0,554.0
2542,Schuylkill,17825.898409999998,29058.3801,0.0,0.0,148289,PA,2339,68186.0,63898.0,6.0,4288.0
2543,Scioto,21219.80498,28428.86005,861.8855487,0.0,79499,OH,2154,29572.0,27310.0,8.0,2262.0
2544,Scotland,1592.604157,1967.6187129999998,324.46734530000003,0.0,4843,MO,1610,2452.0,2341.0,5.0,111.0
2545,Scotland,11832.4953,15788.532940000001,435.44518960000005,0.0,36157,NC,2009,11860.0,10603.0,11.0,1257.0
2546,Scott,3628.7918619999996,4919.255193,689.5539289,19.49339961,11233,AR,182,4486.0,4271.0,5.0,215.0
2547,Scott,9923.991003000001,32099.114889999997,283.8370756,0.0,165224,IA,889,87585.0,83448.0,5.0,4137.0
2548,Scott,935.5252968,1041.452556,51.1189159,0.0,5355,IL,697,2556.0,2407.0,6.0,149.0
2549,Scott,4595.9922799999995,6795.871037999999,0.0,0.0,24181,IN,786,10286.0,9726.0,5.0,560.0
2550,Scott,125.7415616,285.54890730000005,53.3836796,0.0,4936,KS,993,2885.0,2806.0,3.0,79.0
2551,Scott,5439.490662,9409.59666,360.6902295,0.0,47173,KY,1118,26694.0,25634.0,4.0,1060.0
2552,Scott,9077.313617,14220.25979,0.0,0.0,129928,MN,1410,79160.0,76693.0,3.0,2467.0
2553,Scott,9814.071127,13384.80561,1142.4290839999999,0.0,39191,MO,1611,20057.0,19007.0,5.0,1050.0
2554,Scott,10091.674309999999,12311.68851,1482.746744,0.0,28264,MS,1490,12983.0,12359.0,5.0,624.0
2555,Scott,9331.249931,10429.97422,420.9997841,0.0,22228,TN,2549,8067.0,7316.0,9.0,751.0
2556,Scott,7940.562337,8816.567581,707.6130029,0.0,23177,VA,2950,9500.0,9010.0,5.0,490.0
2557,Scotts Bluff,6595.994105,11701.08092,549.5030642,0.0,36970,NE,,,,,
2558,Screven,5577.216985,6122.182251,1322.792418,0.0,14593,GA,525,5041.0,4622.0,8.0,419.0
2559,Scurry,4055.828096,5969.4996009999995,411.48244950000003,2.22399992,16921,TX,2777,8161.0,7823.0,4.0,338.0
2560,Searcy,3796.614461,4195.368352,1567.579783,0.049011402,8195,AR,183,3027.0,2856.0,6.0,171.0
2561,Sebastian,14385.30744,37344.21596,124.7564277,0.0,125744,AR,184,57731.0,54961.0,5.0,2770.0
2562,Sedgwick,345.07882010000003,477.14803319999993,107.98216529999999,2.0845416009999997,2379,CO,312,1146.0,1107.0,3.0,39.0
2563,Sedgwick,56566.89844,119516.2727,307.5107838,0.0,498365,KS,994,246783.0,235028.0,5.0,11755.0
2564,Seminole,36273.37369,76831.48051000001,0.084601463,0.0,422718,FL,392,236649.0,224989.0,5.0,11660.0
2565,Seminole,2938.711088,3924.084989,189.1535161,0.0,8729,GA,526,3090.0,2840.0,8.0,250.0
2566,Seminole,7153.072934000001,10005.73942,694.7662149,0.0,25482,OK,2237,9606.0,8949.0,7.0,657.0
2567,Seneca,7779.01382,9537.023942,0.0,0.0,35251,NY,1913,15812.0,15000.0,5.0,812.0
2568,Seneca,8312.68702,14474.825569999999,0.0,0.0,56745,OH,2155,27142.0,25831.0,5.0,1311.0
2569,Sequatchie,5299.980992,6591.242047,61.94803422,0.0,14112,TN,2550,5783.0,5409.0,7.0,374.0
2570,Sequoyah,12033.22503,15822.897369999999,43.06197024,0.0,42391,OK,2238,16778.0,15711.0,6.0,1067.0
2571,Sevier,7053.0919189999995,8519.86377,831.5429629,0.0,17058,AR,185,5603.0,5260.0,6.0,343.0
2572,Sevier,24120.89341,30745.93607,797.2174682,0.0,89889,TN,2551,49768.0,46775.0,6.0,2993.0
2573,Sevier,3125.377693,5024.228013,141.8615444,0.0,20802,UT,2845,9532.0,9107.0,5.0,425.0
2574,Seward,6768.265796,9451.277593,299.6985619,21.93321023,22952,KS,995,10623.0,10166.0,4.0,457.0
2575,Seward,2275.772505,2659.021413,585.6190972999999,0.0,16750,NE,1764,8696.0,8443.0,3.0,253.0
2576,Shackelford,417.8002186,816.8470996,159.1362072,0.0,3378,TX,2778,2081.0,2022.0,3.0,59.0
2577,Shannon,3714.5995829999997,4105.148999,1104.9272859999999,62.76681253,8441,MO,1612,3338.0,3066.0,8.0,272.0
2578,Shannon,7393.739654999999,8904.498246,5089.355447999999,412.0145033,13586,SD,,,,,
2579,Sharkey,1725.458161,2319.5029289999998,184.9202282,0.0,4916,MS,1491,1727.0,1561.0,10.0,166.0
2580,Sharp,6712.380378,7946.555728,642.9211284,0.0,17264,AR,186,6004.0,5591.0,7.0,413.0
2581,Shasta,28105.955319999997,48236.50917,1420.0360039999998,13.8065392,177223,CA,239,74324.0,68550.0,8.0,5774.0
2582,Shawano,10314.78872,11989.72104,2137.491616,0.0,41949,WI,3158,21302.0,20265.0,5.0,1037.0
2583,Shawnee,22826.97975,45405.059010000004,0.590020841,0.0,177934,KS,996,91236.0,87371.0,4.0,3865.0
2584,Sheboygan,7913.942540999999,19297.92468,189.3491669,0.0,115507,WI,3159,61297.0,58986.0,4.0,2311.0
2585,Shelby,23600.22427,33488.48859,139.0006947,0.0,195085,AL,60,108198.0,103643.0,4.0,4555.0
2586,Shelby,2507.652427,3350.726278,712.1183639999999,0.0,12167,IA,890,7023.0,6821.0,3.0,202.0
2587,Shelby,4576.372104,5380.851793,1297.344533,0.0,22363,IL,698,10226.0,9624.0,6.0,602.0
2588,Shelby,5356.1715460000005,8104.613219,339.7235207,0.0,44436,IN,787,22626.0,21619.0,5.0,1007.0
2589,Shelby,5528.529418,9043.614489,24.09916385,0.0,42074,KY,1119,22711.0,21792.0,4.0,919.0
2590,Shelby,1816.362029,2166.377254,950.2098699999999,1.597812414,6373,MO,1613,3078.0,2933.0,5.0,145.0
2591,Shelby,8571.267344,12479.02023,0.0,0.0,49423,OH,2156,24076.0,23042.0,4.0,1034.0
2592,Shelby,94674.52434,251270.9462,0.0,0.0,927644,TN,2552,429297.0,401766.0,6.0,27531.0
2593,Shelby,7983.205479000001,10248.80395,1136.135047,0.0,25448,TX,2779,11368.0,10771.0,5.0,597.0
2594,Shenandoah,7216.898954,10073.47262,30.83313631,0.0,41993,VA,2951,21034.0,20135.0,4.0,899.0
2595,Sherburne,11763.65148,15282.138009999999,2.8758294839999996,0.0,88499,MN,1411,49472.0,47496.0,4.0,1976.0
2596,Sheridan,945.8593124,945.8593124,933.9303907,684.0833474,2556,KS,997,1482.0,1449.0,2.0,33.0
2597,Sheridan,525.242077,688.704325,381.08048219999995,54.57208347,3384,MT,1673,2072.0,2020.0,3.0,52.0
2598,Sheridan,560.8886339,560.8886339,460.7687784,321.00726299999997,1321,ND,2069,726.0,689.0,5.0,37.0
2599,Sheridan,1360.1765480000001,1642.473516,886.1117197000001,220.2512276,5469,NE,1765,2730.0,2656.0,3.0,74.0
2600,Sheridan,4502.338513000001,6188.63897,1139.278141,133.59018079999998,29116,WY,3189,15965.0,15286.0,4.0,679.0
2601,Sherman,1910.020625,2228.829929,327.7730836,7.387197735,6010,KS,998,3090.0,3001.0,3.0,89.0
2602,Sherman,806.9732455,957.0949648,479.0679081,0.0,3152,NE,1766,1709.0,1659.0,3.0,50.0
2603,Sherman,561.5200197,562.6473487000001,268.88021089999995,3.853425113,1765,OR,2276,888.0,834.0,6.0,54.0
2604,Sherman,190.5710939,578.4534406,140.7036947,0.26396115,3034,TX,2780,1419.0,1380.0,3.0,39.0
2605,Shiawassee,14937.92389,20050.37411,0.0,0.0,70648,MI,1334,33021.0,31155.0,6.0,1866.0
2606,Shoshone,1987.740534,2911.228811,234.3332662,1.559196325,12765,ID,606,5126.0,4722.0,8.0,404.0
2607,Sibley,2095.231844,2671.17787,100.4262179,0.0,15226,MN,1412,8510.0,8158.0,4.0,352.0
2608,Sierra,768.4093195,768.4093195,693.7754932,9.875538838999999,3240,CA,240,1356.0,1237.0,9.0,119.0
2609,Sierra,3278.807886,5543.298692,945.3674507000001,192.4589778,11988,NM,1857,4011.0,3647.0,9.0,364.0
2610,Silver Bow,4089.478704,9273.746989,73.80793083,19.65717856,34200,MT,,,,,
2611,Simpson,3075.913662,4950.414701,0.0,0.0,17327,KY,1120,8333.0,7935.0,5.0,398.0
2612,Simpson,9393.186221,11099.17182,881.7276472000001,0.0,27503,MS,1492,10897.0,10257.0,6.0,640.0
2613,Sioux,3101.674692,5639.834717,7.754658758,0.0,33704,IA,891,20773.0,20259.0,3.0,514.0
2614,Sioux,2304.654659,2422.7156010000003,1088.4909519999999,357.6212636,4153,ND,2070,1294.0,1237.0,4.0,57.0
2615,Sioux,430.4429972,430.4429972,320.91065249999997,292.278408,1311,NE,1767,788.0,768.0,3.0,20.0
2616,Siskiyou,11189.11889,15016.8624,2844.33995,563.7433356,44900,CA,241,17920.0,16242.0,9.0,1678.0
2617,Sitka,886.8277509,1256.964575,0.0,0.0,8881,AK,93,4607.0,4395.0,5.0,212.0
2618,Skagit,16010.541680000002,25943.16973,499.34431739999997,6.084177481,116901,WA,3032,56713.0,52843.0,7.0,3870.0
2619,Skagway,21.25647798,40.54134963,0.93546944,0.049684082000000004,968,AK,94,814.0,720.0,12.0,94.0
2620,Skamania,2607.530475,2794.7588760000003,100.125883,0.0,11066,WA,3033,4950.0,4580.0,8.0,370.0
2621,Slope,197.9999989,197.9999989,188.5708565,91.84325997,727,ND,2071,465.0,453.0,3.0,12.0
2622,Smith,701.2888201000001,1029.3520330000001,481.6098466,0.973715558,3853,KS,999,2094.0,2013.0,4.0,81.0
2623,Smith,6586.1189380000005,6884.173951000001,870.4259164999999,0.0,16491,MS,1493,6754.0,6392.0,5.0,362.0
2624,Smith,5202.825238,6005.087317,2.500871181,0.0,19166,TN,2553,8472.0,7997.0,6.0,475.0
2625,Smith,41451.219860000005,65258.19557,41.72455327,0.0,209714,TX,2781,103648.0,99018.0,5.0,4630.0
2626,Smyth,10299.083540000001,12564.895129999999,65.56590227,0.0,32208,VA,2952,13460.0,12582.0,7.0,878.0
2627,Snohomish,38567.78815,88913.37791,345.34271839999997,11.77428003,713335,WA,3034,401650.0,382890.0,5.0,18760.0
2628,Snyder,8931.112781,10644.49975,654.5192811000001,0.0,39702,PA,2340,20064.0,19122.0,5.0,942.0
2629,Socorro,5240.644784,7395.429995,2640.832568,1478.2521279999999,17866,NM,1858,6510.0,6019.0,8.0,491.0
2630,Solano,21920.8947,56650.46792999999,11.36369861,0.0,413344,CA,242,205325.0,192736.0,6.0,12589.0
2631,Somerset,7078.707873,8517.963274,392.0617781,0.0,26470,MD,1235,9214.0,8454.0,8.0,760.0
2632,Somerset,15853.083319999998,19017.56205,1547.051907,79.65737086,52228,ME,1212,23634.0,22086.0,7.0,1548.0
2633,Somerset,11811.77085,24846.49059,0.0,0.0,323444,NJ,1825,174324.0,166357.0,5.0,7967.0
2634,Somerset,23784.39047,26018.213480000002,685.735488,0.0,77742,PA,2341,34463.0,32110.0,7.0,2353.0
2635,Somervell,1396.850031,1659.704531,0.0,0.0,8490,TX,2782,4107.0,3901.0,5.0,206.0
2636,Sonoma,30917.84984,70174.01635,293.79614019999997,0.0,483878,CA,243,258426.0,246837.0,5.0,11589.0
2637,Southampton,6873.071275,6899.383312000001,2707.819832,0.0,18570,VA,2953,9196.0,8827.0,4.0,369.0
2638,Southeast Fairbanks,1636.680001,1742.503173,644.3108965,395.44930189999997,7029,AK,,,,,
2639,Spalding,14700.52715,20884.848430000002,0.0,0.0,64073,GA,527,27114.0,24934.0,8.0,2180.0
2640,Spartanburg,68907.25209,93413.78949,1039.805769,0.0,284307,SC,2401,139880.0,131900.0,6.0,7980.0
2641,Spencer,4155.534214,4683.908917,0.619820623,0.0,20952,IN,788,10974.0,10520.0,4.0,454.0
2642,Spencer,2889.3456899999996,3319.439142,0.0,0.0,17061,KY,1121,9186.0,8789.0,4.0,397.0
2643,Spink,1223.776502,1708.00458,915.5003201999999,143.5661253,6415,SD,2463,3310.0,3208.0,3.0,102.0
2644,Spokane,35030.34712,90329.98996,1524.188792,0.0,471221,WA,3035,227903.0,212951.0,7.0,14952.0
2645,Spotsylvania,13473.26913,19982.31126,915.7486007000001,0.0,122397,VA,2954,63800.0,60840.0,5.0,2960.0
2646,St. Bernard,7032.123449,10549.08916,481.1097444,20.85979831,35897,LA,,,,,
2647,St. Charles,10861.11196,12832.3117,0.0,0.0,52780,LA,,,,,
2648,St. Charles,25243.93492,47052.98691,2.816269812,0.0,360485,MO,,,,,
2649,St. Clair,21268.59425,24296.19672,0.0,0.0,83593,AL,,,,,
2650,St. Clair,45970.077639999996,71252.38656,0.0,0.0,270056,IL,,,,,
2651,St. Clair,32956.24448,41592.64649,16.63139786,0.0,163040,MI,,,,,
2652,St. Clair,3226.727921,3645.575347,349.01649310000005,0.0,9805,MO,,,,,
2653,St. Croix,8710.131366,12248.86571,40.87349135,0.0,84345,WI,,,,,
2654,St. Francis,11018.6534,12915.56916,410.9920272,0.0,28258,AR,,,,,
2655,St. Francois,13125.453459999999,20243.51484,301.25995750000004,0.0,65359,MO,,,,,
2656,St. Helena,5886.924052,5929.895122,448.265114,0.0,11203,LA,,,,,
2657,St. James,3733.6129490000003,5470.01444,0.0,0.0,22102,LA,,,,,
2658,St. John the Baptist,9492.563473,14149.584630000001,25.70560148,0.0,45924,LA,,,,,
2659,St. Johns,23752.90755,34492.34683,388.3883754,0.0,190039,FL,,,,,
2660,St. Joseph,28766.060210000003,64620.666639999996,1731.8255149999998,0.0,266931,IN,,,,,
2661,St. Joseph,13069.155420000001,17639.01494,0.0,0.0,61295,MI,,,,,
2662,St. Landry,19039.84205,28899.562260000002,1258.171482,0.0,83384,LA,,,,,
2663,St. Lawrence,25887.19555,36128.26968,5050.418855,0.012423686000000001,111944,NY,,,,,
2664,St. Louis City,15108.76339,86850.27342,0.0,0.0,319294,MO,,,,,
2665,St. Louis,31213.01923,48406.67159,3420.621129,1058.42661,200226,MN,,,,,
2666,St. Louis,52503.38875,161654.4638,0.0,0.0,998954,MO,,,,,
2667,St. Lucie,38656.70237,76118.68783,30.4024922,0.0,277789,FL,,,,,
2668,St. Martin,13530.96549,17663.42063,135.25430469999998,0.0,52160,LA,,,,,
2669,St. Mary's,10856.9564,14190.90428,0.541850746,0.0,105151,MD,,,,,
2670,St. Mary,10993.91839,19337.238419999998,131.1803898,0.0,54650,LA,,,,,
2671,St. Tammany,32096.064789999997,48735.11308,0.085956356,0.0,233740,LA,,,,,
2672,Stafford,1151.373347,1278.725859,455.0546948,0.0,4437,KS,1000,2182.0,2095.0,4.0,87.0
2673,Stafford,7978.064356999999,12469.07282,0.0,0.0,128961,VA,2955,66649.0,63674.0,5.0,2975.0
2674,Stanislaus,39362.39927,118674.86099999999,220.42908140000003,0.0,514453,CA,244,241609.0,218687.0,10.0,22922.0
2675,Stanley,504.93461179999997,633.5827928,173.1532453,106.2564851,2966,SD,2464,1831.0,1787.0,2.0,44.0
2676,Stanly,13594.23196,18349.2896,0.0,0.0,60585,NC,2010,28796.0,27263.0,5.0,1533.0
2677,Stanton,285.13576639999997,467.6618945,90.93042959,0.0,2235,KS,1001,1061.0,1029.0,3.0,32.0
2678,Stanton,1994.0436710000001,1994.0436710000001,1238.222731,0.0,6129,NE,1768,3504.0,3415.0,3.0,89.0
2679,Stark,1822.2385420000003,1822.2385420000003,584.2845694,0.0,5994,IL,699,2761.0,2578.0,7.0,183.0
2680,Stark,2763.020078,5079.325962,1069.672176,358.6503288,24199,ND,2072,20298.0,19749.0,3.0,549.0
2681,Stark,39489.98236,83509.56017000001,0.0,0.0,375586,OH,2157,186530.0,176711.0,5.0,9819.0
2682,Starke,7253.490685,9196.58745,37.1917732,0.0,23363,IN,789,10548.0,9921.0,6.0,627.0
2683,Starr,31004.512000000002,35953.91708,1308.8095230000001,557.5933267999999,60968,TX,2783,25855.0,22376.0,14.0,3479.0
2684,Staunton,691.2301029,5644.976914,0.0,0.0,23746,VA,2997,11809.0,11295.0,4.0,514.0
2685,Ste. Genevieve,4081.5625090000003,4896.913575,1326.554467,0.0,18145,MO,,,,,
2686,Stearns,19587.40452,34781.713789999994,1259.001761,0.0,150642,MN,1413,88137.0,84962.0,4.0,3175.0
2687,Steele,3959.729482,7361.919815,14.00411433,0.0,36576,MN,1414,21203.0,20498.0,3.0,705.0
2688,Steele,580.9898542999999,580.9898542999999,563.46903,108.89145359999999,1975,ND,2073,1063.0,1039.0,2.0,24.0
2689,Stephens,8406.115731,10609.487579999999,0.0,0.0,26175,GA,528,10862.0,10153.0,7.0,709.0
2690,Stephens,6485.4684130000005,11646.45896,1016.4497880000001,1.728679008,45048,OK,2239,20278.0,19061.0,6.0,1217.0
2691,Stephens,2416.271635,3645.3429479999995,243.95724469999996,0.0,9630,TX,2784,4104.0,3932.0,4.0,172.0
2692,Stephenson,5749.236334,10752.039420000001,124.66956029999999,0.0,47711,IL,700,21537.0,20115.0,7.0,1422.0
2693,Sterling,437.3217398,437.3217398,437.3217398,437.25974569999994,1143,TX,2785,746.0,721.0,3.0,25.0
2694,Steuben,7878.435087999999,8813.529862000001,154.68240830000002,0.0,34185,IN,790,19981.0,19199.0,4.0,782.0
2695,Steuben,20916.98673,28248.1111,875.4781041000001,0.0,98990,NY,1914,43956.0,41194.0,6.0,2762.0
2696,Stevens,711.5774903,1149.4676539999998,416.8295086,0.0,5724,KS,1002,3178.0,3060.0,4.0,118.0
2697,Stevens,1300.487018,2133.293636,273.9152053,0.0,9726,MN,1415,5709.0,5549.0,3.0,160.0
2698,Stevens,12265.55865,14149.33937,4894.520276,765.1735888,43531,WA,3036,17451.0,15886.0,9.0,1565.0
2699,Stewart,2219.807406,2592.3661690000004,407.8526212,0.0,6058,GA,529,2114.0,1968.0,7.0,146.0
2700,Stewart,5353.468790999999,5511.278165,694.6157226,0.0,13324,TN,2554,5131.0,4737.0,8.0,394.0
2701,Stillwater,1372.649248,1596.7505019999999,529.2932556,155.68926000000002,9117,MT,1675,4922.0,4738.0,4.0,184.0
2702,Stoddard,6164.7993369999995,9977.827542,91.06500294,0.0,29968,MO,1614,13238.0,12362.0,7.0,876.0
2703,Stokes,13441.4415,15027.55467,804.3257653,0.0,47401,NC,2011,21804.0,20620.0,5.0,1184.0
2704,Stone,5470.557765,6048.582796,1531.844747,0.0,12394,AR,187,4705.0,4411.0,6.0,294.0
2705,Stone,10474.18658,11454.13595,102.4168797,0.0,32202,MO,1615,13373.0,12318.0,8.0,1055.0
2706,Stone,5707.987286,6342.992578,966.1473156999999,0.0,17786,MS,1494,6410.0,5935.0,7.0,475.0
2707,Stonewall,145.3696697,313.9462481,61.25147425,0.037059312000000004,1490,TX,2786,662.0,633.0,4.0,29.0
2708,Storey,866.6965039999999,866.6965039999999,8.122769359,0.0,4010,NV,1792,1873.0,1734.0,7.0,139.0
2709,Story,11027.866170000001,23685.63485,335.9933787,0.0,89542,IA,892,57467.0,56021.0,3.0,1446.0
2710,Strafford,16947.57303,21697.227730000002,0.0,0.0,123143,NH,1805,70939.0,68727.0,3.0,2212.0
2711,Stutsman,3071.937739,5006.334135,964.3213007999999,482.02838710000003,21100,ND,2074,10713.0,10437.0,3.0,276.0
2712,Sublette,1485.314684,1723.1449879999998,429.6793591,128.4763443,10247,WY,3190,4580.0,4340.0,5.0,240.0
2713,Suffolk,6621.948111,68100.41708,0.0,0.0,722023,MA,1254,420860.0,402312.0,4.0,18548.0
2714,Suffolk,71495.79139,168641.2051,0.0,0.0,1493350,NY,1915,780621.0,743913.0,5.0,36708.0
2715,Suffolk,6694.850789,13344.964109999999,3.077200615,0.0,84585,VA,2998,42290.0,40190.0,5.0,2100.0
2716,Sullivan,5296.706559,6197.760731,140.05080900000002,0.0,21475,IN,791,8658.0,8118.0,6.0,540.0
2717,Sullivan,2358.517089,3109.409463,937.3691017000001,0.0,6714,MO,1616,2780.0,2614.0,6.0,166.0
2718,Sullivan,7626.948665000001,10056.23213,276.6598268,0.0,43742,NH,1806,23577.0,22930.0,3.0,647.0
2719,Sullivan,22152.35824,25824.386280000002,162.0203064,0.0,77547,NY,1916,33904.0,32077.0,5.0,1827.0
2720,Sullivan,2272.884381,2388.573069,871.6099868999999,0.0,6428,PA,2342,3034.0,2847.0,6.0,187.0
2721,Sullivan,37294.94658,51563.41283,3.891496239,0.0,156823,TN,2555,69035.0,65049.0,6.0,3986.0
2722,Sully,316.9866499,316.9866499,316.9866499,280.9913648,1373,SD,2465,868.0,846.0,3.0,22.0
2723,Summers,5154.245969,5815.344653,442.20065430000005,0.0,13927,WV,3088,4509.0,4191.0,7.0,318.0
2724,Summit,3463.188436,4768.106911,93.72688521,0.0034711440000000002,27994,CO,313,20553.0,20034.0,3.0,519.0
2725,Summit,49738.84169,120424.2624,0.0,0.0,541781,OH,2158,271713.0,258212.0,5.0,13501.0
2726,Summit,4079.4447880000002,5541.710436,836.5181142000001,42.63062585,36324,UT,2846,23120.0,22355.0,3.0,765.0
2727,Sumner,3963.9536020000005,5505.488463000001,1382.166962,0.0,24132,KS,1003,11079.0,10587.0,4.0,492.0
2728,Sumner,24876.05636,36222.39581,0.0,0.0,160645,TN,2556,88443.0,84371.0,5.0,4072.0
2729,Sumter,5380.25576,7038.311312000001,1455.96527,3.340577441,13763,AL,61,5107.0,4699.0,8.0,408.0
2730,Sumter,15652.993369999998,20341.79542,78.5771686,0.0,93420,FL,393,28635.0,26430.0,8.0,2205.0
2731,Sumter,10503.198409999999,14205.05345,30.86285949,0.0,32819,GA,530,12832.0,11766.0,8.0,1066.0
2732,Sumter,30655.569180000002,41311.56713,421.1278131,0.0,107456,SC,2402,44379.0,41356.0,7.0,3023.0
2733,Sunflower,12043.68129,15568.89181,262.9269611,0.0,29450,MS,1495,8474.0,7585.0,11.0,889.0
2734,Surry,22155.33744,27063.097939999996,148.648272,0.0,73673,NC,2012,33328.0,31522.0,5.0,1806.0
2735,Surry,2093.380193,2093.380193,468.4058437,0.0,7058,VA,2956,3716.0,3528.0,5.0,188.0
2736,Susquehanna,11715.49925,13451.07379,315.138609,0.0,43356,PA,2343,21400.0,20205.0,6.0,1195.0
2737,Sussex,40041.59651,50857.48717,0.0,0.0,197145,DE,330,98037.0,93196.0,5.0,4841.0
2738,Sussex,14138.07347,17366.98676,0.0,0.0,149265,NJ,1826,76640.0,72454.0,6.0,4186.0
2739,Sussex,3940.712032,4581.191453,1472.346959,0.0,12087,VA,2957,4073.0,3794.0,7.0,279.0
2740,Sutter,13571.520669999998,25915.69442,429.69109789999993,0.0,94737,CA,245,44704.0,39914.0,11.0,4790.0
2741,Sutton,361.1826062,867.4885499,108.7579067,44.58610653,4128,TX,2787,1718.0,1614.0,6.0,104.0
2742,Suwannee,14604.844869999999,16623.143509999998,2217.6762280000003,0.0,41551,FL,394,17937.0,16957.0,6.0,980.0
2743,Swain,5400.757947,5816.304115999999,384.3275255,0.0,13981,NC,2013,6775.0,6255.0,8.0,520.0
2744,Sweet Grass,717.9280337,831.4810783,315.692315,46.29607381,3651,MT,,,,,
