zip,type,state,county
52342,STANDARD,IA,Tama County
52344,PO BOX,IA,Linn County
52345,STANDARD,IA,Benton County
52346,STANDARD,IA,Benton County
52347,STANDARD,IA,Iowa County
52348,PO BOX,IA,Tama County
52349,STANDARD,IA,Benton County
52350,PO BOX,IA,Linn County
52351,STANDARD,IA,Benton County
52352,STANDARD,IA,Linn County
52353,STANDARD,IA,Washington County
52354,STANDARD,IA,Benton County
52355,STANDARD,IA,Keokuk County
52356,STANDARD,IA,Washington County
52358,STANDARD,IA,Cedar County
52359,STANDARD,IA,Washington County
52361,STANDARD,IA,Iowa County
52362,STANDARD,IA,Jones County
52401,STANDARD,IA,Linn County
52402,STANDARD,IA,Linn County
52403,STANDARD,IA,Linn County
52404,STANDARD,IA,Linn County
52405,STANDARD,IA,Linn County
52406,PO BOX,IA,Linn County
52407,PO BOX,IA,Linn County
52408,PO BOX,IA,Linn County
52409,PO BOX,IA,Linn County
52410,PO BOX,IA,Linn County
52411,STANDARD,IA,Linn County
52497,UNIQUE,IA,Linn County
52498,UNIQUE,IA,Linn County
52499,UNIQUE,IA,Linn County
52501,STANDARD,IA,Wapello County
52530,STANDARD,IA,Wapello County
52531,STANDARD,IA,Monroe County
52533,STANDARD,IA,Jefferson County
52534,STANDARD,IA,Mahaska County
52535,STANDARD,IA,Van Buren County
52536,STANDARD,IA,Wapello County
52537,STANDARD,IA,Davis County
52538,STANDARD,IA,Davis County
52540,STANDARD,IA,Washington County
52542,STANDARD,IA,Van Buren County
52543,STANDARD,IA,Mahaska County
52544,STANDARD,IA,Appanoose County
52548,STANDARD,IA,Wapello County
52549,STANDARD,IA,Appanoose County
52550,STANDARD,IA,Keokuk County
52551,STANDARD,IA,Van Buren County
52552,STANDARD,IA,Davis County
52553,STANDARD,IA,Wapello County
52554,STANDARD,IA,Wapello County
52555,STANDARD,IA,Appanoose County
52556,STANDARD,IA,Jefferson County
52557,UNIQUE,IA,Jefferson County
52560,STANDARD,IA,Davis County
52561,STANDARD,IA,Mahaska County
52562,PO BOX,IA,Keokuk County
52563,STANDARD,IA,Keokuk County
52565,STANDARD,IA,Van Buren County
52566,STANDARD,IA,Wapello County
52567,STANDARD,IA,Jefferson County
52568,PO BOX,IA,Keokuk County
52569,STANDARD,IA,Monroe County
52570,STANDARD,IA,Van Buren County
52571,STANDARD,IA,Appanoose County
52572,STANDARD,IA,Appanoose County
52573,STANDARD,IA,Van Buren County
52574,STANDARD,IA,Appanoose County
52576,STANDARD,IA,Keokuk County
52577,STANDARD,IA,Mahaska County
52580,STANDARD,IA,Jefferson County
52581,STANDARD,IA,Appanoose County
52583,STANDARD,IA,Wayne County
52584,STANDARD,IA,Davis County
52585,STANDARD,IA,Keokuk County
52586,STANDARD,IA,Mahaska County
52588,STANDARD,IA,Van Buren County
52590,STANDARD,IA,Wayne County
52591,STANDARD,IA,Keokuk County
52593,STANDARD,IA,Appanoose County
52594,STANDARD,IA,Appanoose County
52595,PO BOX,IA,Mahaska County
52601,STANDARD,IA,Des Moines County
52619,STANDARD,IA,Lee County
52620,STANDARD,IA,Van Buren County
52621,STANDARD,IA,Washington County
52623,STANDARD,IA,Des Moines County
52624,PO BOX,IA,Lee County
52625,STANDARD,IA,Lee County
52626,STANDARD,IA,Van Buren County
52627,STANDARD,IA,Lee County
52630,STANDARD,IA,Henry County
52631,PO BOX,IA,Lee County
52632,STANDARD,IA,Lee County
52635,STANDARD,IA,Jefferson County
52637,STANDARD,IA,Des Moines County
52638,STANDARD,IA,Des Moines County
52639,STANDARD,IA,Lee County
52640,STANDARD,IA,Louisa County
52641,STANDARD,IA,Henry County
52642,PO BOX,IA,Henry County
52644,STANDARD,IA,Henry County
52645,STANDARD,IA,Henry County
52646,STANDARD,IA,Louisa County
52647,PO BOX,IA,Henry County
52648,PO BOX,IA,Lee County
52649,STANDARD,IA,Henry County
52650,STANDARD,IA,Des Moines County
52651,STANDARD,IA,Van Buren County
52652,PO BOX,IA,Henry County
52653,STANDARD,IA,Louisa County
52654,STANDARD,IA,Henry County
52655,STANDARD,IA,Des Moines County
52656,STANDARD,IA,Lee County
52657,STANDARD,IA,Lee County
52658,STANDARD,IA,Lee County
52659,STANDARD,IA,Henry County
52660,STANDARD,IA,Des Moines County
52701,PO BOX,IA,Clinton County
52720,STANDARD,IA,Muscatine County
52721,STANDARD,IA,Cedar County
52722,STANDARD,IA,Scott County
52726,STANDARD,IA,Scott County
52727,STANDARD,IA,Clinton County
52728,PO BOX,IA,Scott County
52729,STANDARD,IA,Clinton County
52730,STANDARD,IA,Clinton County
52731,STANDARD,IA,Clinton County
52732,STANDARD,IA,Clinton County
52733,PO BOX,IA,Clinton County
52734,UNIQUE,IA,Clinton County
52736,UNIQUE,IA,Clinton County
52737,STANDARD,IA,Louisa County
52738,STANDARD,IA,Louisa County
52739,STANDARD,IA,Muscatine County
52742,STANDARD,IA,Clinton County
52745,STANDARD,IA,Scott County
52746,STANDARD,IA,Scott County
52747,STANDARD,IA,Cedar County
52748,STANDARD,IA,Scott County
52749,STANDARD,IA,Muscatine County
52750,STANDARD,IA,Clinton County
52751,STANDARD,IA,Clinton County
52752,PO BOX,IA,Louisa County
52753,STANDARD,IA,Scott County
52754,STANDARD,IA,Louisa County
52755,STANDARD,IA,Johnson County
52756,STANDARD,IA,Scott County
52757,PO BOX,IA,Clinton County
52758,PO BOX,IA,Scott County
52759,STANDARD,IA,Muscatine County
52760,STANDARD,IA,Muscatine County
52761,STANDARD,IA,Muscatine County
52765,STANDARD,IA,Scott County
52766,STANDARD,IA,Muscatine County
52767,PO BOX,IA,Scott County
52768,STANDARD,IA,Scott County
52769,STANDARD,IA,Muscatine County
52771,STANDARD,IA,Clinton County
52772,STANDARD,IA,Cedar County
52773,STANDARD,IA,Scott County
52774,PO BOX,IA,Clinton County
52776,STANDARD,IA,Muscatine County
52777,STANDARD,IA,Clinton County
52778,STANDARD,IA,Muscatine County
52801,STANDARD,IA,Scott County
52802,STANDARD,IA,Scott County
52803,STANDARD,IA,Scott County
52804,STANDARD,IA,Scott County
52805,PO BOX,IA,Scott County
52806,STANDARD,IA,Scott County
52807,STANDARD,IA,Scott County
52808,PO BOX,IA,Scott County
52809,PO BOX,IA,Scott County
53001,STANDARD,WI,Sheboygan County
53002,STANDARD,WI,Washington County
53003,PO BOX,WI,Dodge County
53004,STANDARD,WI,Ozaukee County
53005,STANDARD,WI,Waukesha County
53006,STANDARD,WI,Dodge County
53007,STANDARD,WI,Waukesha County
53008,PO BOX,WI,Waukesha County
53010,STANDARD,WI,Fond du Lac County
53011,STANDARD,WI,Sheboygan County
53012,STANDARD,WI,Ozaukee County
53013,STANDARD,WI,Sheboygan County
53014,STANDARD,WI,Calumet County
53015,STANDARD,WI,Manitowoc County
53016,PO BOX,WI,Dodge County
53017,STANDARD,WI,Washington County
53018,STANDARD,WI,Waukesha County
53019,STANDARD,WI,Fond du Lac County
53020,STANDARD,WI,Sheboygan County
53021,STANDARD,WI,Ozaukee County
53022,STANDARD,WI,Washington County
53023,STANDARD,WI,Sheboygan County
53024,STANDARD,WI,Ozaukee County
53026,PO BOX,WI,Sheboygan County
53027,STANDARD,WI,Washington County
53029,STANDARD,WI,Waukesha County
53031,PO BOX,WI,Sheboygan County
53032,STANDARD,WI,Dodge County
53033,STANDARD,WI,Washington County
53034,STANDARD,WI,Dodge County
53035,STANDARD,WI,Dodge County
53036,STANDARD,WI,Jefferson County
53037,STANDARD,WI,Washington County
53038,STANDARD,WI,Jefferson County
53039,STANDARD,WI,Dodge County
53040,STANDARD,WI,Washington County
53042,STANDARD,WI,Manitowoc County
53044,STANDARD,WI,Sheboygan County
53045,STANDARD,WI,Waukesha County
53046,STANDARD,WI,Waukesha County
53047,PO BOX,WI,Dodge County
53048,STANDARD,WI,Dodge County
53049,STANDARD,WI,Fond du Lac County
53050,STANDARD,WI,Dodge County
53051,STANDARD,WI,Waukesha County
53052,PO BOX,WI,Waukesha County
53056,PO BOX,WI,Waukesha County
53057,STANDARD,WI,Fond du Lac County
53058,STANDARD,WI,Waukesha County
53059,STANDARD,WI,Dodge County
53060,PO BOX,WI,Washington County
53061,STANDARD,WI,Calumet County
53062,UNIQUE,WI,Calumet County
53063,STANDARD,WI,Manitowoc County
53064,PO BOX,WI,Waukesha County
53065,STANDARD,WI,Fond du Lac County
53066,STANDARD,WI,Waukesha County
53069,STANDARD,WI,Waukesha County
53070,STANDARD,WI,Sheboygan County
53072,STANDARD,WI,Waukesha County
53073,STANDARD,WI,Sheboygan County
53074,STANDARD,WI,Ozaukee County
53075,STANDARD,WI,Sheboygan County
53076,STANDARD,WI,Washington County
53078,STANDARD,WI,Dodge County
53079,STANDARD,WI,Fond du Lac County
53080,STANDARD,WI,Ozaukee County
53081,STANDARD,WI,Sheboygan County
53082,PO BOX,WI,Sheboygan County
53083,STANDARD,WI,Sheboygan County
53085,STANDARD,WI,Sheboygan County
53086,STANDARD,WI,Washington County
53088,PO BOX,WI,Calumet County
53089,STANDARD,WI,Waukesha County
53090,STANDARD,WI,Washington County
53091,STANDARD,WI,Dodge County
53092,STANDARD,WI,Ozaukee County
53093,STANDARD,WI,Sheboygan County
53094,STANDARD,WI,Jefferson County
53095,STANDARD,WI,Washington County
53097,STANDARD,WI,Ozaukee County
53098,STANDARD,WI,Dodge County
53099,STANDARD,WI,Dodge County
53101,PO BOX,WI,Kenosha County
53102,PO BOX,WI,Kenosha County
53103,STANDARD,WI,Waukesha County
53104,STANDARD,WI,Kenosha County
53105,STANDARD,WI,Racine County
53108,STANDARD,WI,Racine County
53109,PO BOX,WI,Kenosha County
53110,STANDARD,WI,Milwaukee County
53114,STANDARD,WI,Walworth County
53115,STANDARD,WI,Walworth County
53118,STANDARD,WI,Waukesha County
53119,STANDARD,WI,Waukesha County
53120,STANDARD,WI,Walworth County
53121,STANDARD,WI,Walworth County
53122,STANDARD,WI,Waukesha County
53125,STANDARD,WI,Walworth County
53126,STANDARD,WI,Racine County
53127,PO BOX,WI,Waukesha County
53128,STANDARD,WI,Walworth County
53129,STANDARD,WI,Milwaukee County
53130,STANDARD,WI,Milwaukee County
53132,STANDARD,WI,Milwaukee County
53137,STANDARD,WI,Jefferson County
53138,PO BOX,WI,Walworth County
53139,STANDARD,WI,Racine County
53140,STANDARD,WI,Kenosha County
53141,PO BOX,WI,Kenosha County
53142,STANDARD,WI,Kenosha County
53143,STANDARD,WI,Kenosha County
53144,STANDARD,WI,Kenosha County
53146,STANDARD,WI,Waukesha County
53147,STANDARD,WI,Walworth County
53148,PO BOX,WI,Walworth County
53149,STANDARD,WI,Waukesha County
53150,STANDARD,WI,Waukesha County
53151,STANDARD,WI,Waukesha County
53152,PO BOX,WI,Kenosha County
53153,STANDARD,WI,Waukesha County
53154,STANDARD,WI,Milwaukee County
53156,STANDARD,WI,Jefferson County
53157,PO BOX,WI,Walworth County
53158,STANDARD,WI,Kenosha County
53159,PO BOX,WI,Kenosha County
53167,PO BOX,WI,Racine County
53168,STANDARD,WI,Kenosha County
53170,STANDARD,WI,Kenosha County
53171,PO BOX,WI,Kenosha County
53172,STANDARD,WI,Milwaukee County
53176,PO BOX,WI,Walworth County
53177,STANDARD,WI,Racine County
53178,STANDARD,WI,Jefferson County
53179,STANDARD,WI,Kenosha County
53181,STANDARD,WI,Kenosha County
53182,STANDARD,WI,Racine County
53183,STANDARD,WI,Waukesha County
53184,STANDARD,WI,Walworth County
53185,STANDARD,WI,Racine County
53186,STANDARD,WI,Waukesha County
53187,PO BOX,WI,Waukesha County
53188,STANDARD,WI,Waukesha County
53189,STANDARD,WI,Waukesha County
53190,STANDARD,WI,Walworth County
53191,STANDARD,WI,Walworth County
53192,PO BOX,WI,Kenosha County
53194,PO BOX,WI,Kenosha County
53195,PO BOX,WI,Walworth County
53199,PO BOX,WI,Kenosha County
53201,PO BOX,WI,Milwaukee County
53202,STANDARD,WI,Milwaukee County
53203,STANDARD,WI,Milwaukee County
53204,STANDARD,WI,Milwaukee County
53205,STANDARD,WI,Milwaukee County
53206,STANDARD,WI,Milwaukee County
53207,STANDARD,WI,Milwaukee County
53208,STANDARD,WI,Milwaukee County
53209,STANDARD,WI,Milwaukee County
53210,STANDARD,WI,Milwaukee County
53211,STANDARD,WI,Milwaukee County
53212,STANDARD,WI,Milwaukee County
53213,STANDARD,WI,Milwaukee County
53214,STANDARD,WI,Milwaukee County
53215,STANDARD,WI,Milwaukee County
53216,STANDARD,WI,Milwaukee County
53217,STANDARD,WI,Milwaukee County
53218,STANDARD,WI,Milwaukee County
53219,STANDARD,WI,Milwaukee County
53220,STANDARD,WI,Milwaukee County
53221,STANDARD,WI,Milwaukee County
53222,STANDARD,WI,Milwaukee County
53223,STANDARD,WI,Milwaukee County
53224,STANDARD,WI,Milwaukee County
53225,STANDARD,WI,Milwaukee County
53226,STANDARD,WI,Milwaukee County
53227,STANDARD,WI,Milwaukee County
53228,STANDARD,WI,Milwaukee County
53233,STANDARD,WI,Milwaukee County
53234,PO BOX,WI,Milwaukee County
53235,STANDARD,WI,Milwaukee County
53237,PO BOX,WI,Milwaukee County
53244,PO BOX,WI,Milwaukee County
53259,UNIQUE,WI,Milwaukee County
53263,UNIQUE,WI,Milwaukee County
53267,UNIQUE,WI,Milwaukee County
53268,UNIQUE,WI,Milwaukee County
53274,UNIQUE,WI,Milwaukee County
53278,UNIQUE,WI,Milwaukee County
53288,UNIQUE,WI,Milwaukee County
53290,UNIQUE,WI,Milwaukee County
53293,UNIQUE,WI,Milwaukee County
53295,UNIQUE,WI,Milwaukee County
53401,PO BOX,WI,Racine County
53402,STANDARD,WI,Racine County
53403,STANDARD,WI,Racine County
53404,STANDARD,WI,Racine County
53405,STANDARD,WI,Racine County
53406,STANDARD,WI,Racine County
53407,UNIQUE,WI,Racine County
53408,PO BOX,WI,Racine County
53501,PO BOX,WI,Rock County
53502,STANDARD,WI,Green County
53503,STANDARD,WI,Iowa County
53504,STANDARD,WI,Lafayette County
53505,STANDARD,WI,Rock County
53506,STANDARD,WI,Iowa County
53507,STANDARD,WI,Iowa County
53508,STANDARD,WI,Dane County
53510,STANDARD,WI,Lafayette County
53511,STANDARD,WI,Rock County
53512,PO BOX,WI,Rock County
53515,STANDARD,WI,Dane County
53516,STANDARD,WI,Lafayette County
53517,STANDARD,WI,Dane County
53518,STANDARD,WI,Richland County
53520,STANDARD,WI,Green County
53521,STANDARD,WI,Dane County
53522,STANDARD,WI,Green County
53523,STANDARD,WI,Dane County
53525,STANDARD,WI,Rock County
53526,STANDARD,WI,Iowa County
53527,STANDARD,WI,Dane County
53528,STANDARD,WI,Dane County
53529,STANDARD,WI,Dane County
53530,STANDARD,WI,Lafayette County
53531,STANDARD,WI,Dane County
53532,STANDARD,WI,Dane County
53533,STANDARD,WI,Iowa County
53534,STANDARD,WI,Rock County
53535,PO BOX,WI,Iowa County
53536,STANDARD,WI,Rock County
53537,PO BOX,WI,Rock County
53538,STANDARD,WI,Jefferson County
53540,PO BOX,WI,Richland County
53541,STANDARD,WI,Lafayette County
53542,PO BOX,WI,Rock County
53543,STANDARD,WI,Iowa County
53544,STANDARD,WI,Iowa County
53545,STANDARD,WI,Rock County
53546,STANDARD,WI,Rock County
53547,PO BOX,WI,Rock County
53548,STANDARD,WI,Rock County
53549,STANDARD,WI,Jefferson County
53550,STANDARD,WI,Green County
53551,STANDARD,WI,Jefferson County
53553,STANDARD,WI,Iowa County
53554,STANDARD,WI,Grant County
53555,STANDARD,WI,Columbia County
53556,STANDARD,WI,Richland County
53557,STANDARD,WI,Dodge County
53558,STANDARD,WI,Dane County
53559,STANDARD,WI,Dane County
53560,STANDARD,WI,Dane County
53561,STANDARD,WI,Sauk County
53562,STANDARD,WI,Dane County
53563,STANDARD,WI,Rock County
53565,STANDARD,WI,Iowa County
53566,STANDARD,WI,Green County
53569,STANDARD,WI,Grant County
53570,STANDARD,WI,Green County
53571,PO BOX,WI,Dane County
53572,STANDARD,WI,Dane County
53573,STANDARD,WI,Grant County
53574,STANDARD,WI,Green County
53575,STANDARD,WI,Dane County
53576,STANDARD,WI,Rock County
53577,STANDARD,WI,Sauk County
53578,STANDARD,WI,Sauk County
53579,STANDARD,WI,Dodge County
53580,STANDARD,WI,Iowa County
53581,STANDARD,WI,Richland County
53582,STANDARD,WI,Iowa County
53583,STANDARD,WI,Sauk County
53584,PO BOX,WI,Richland County
53585,STANDARD,WI,Walworth County
53586,STANDARD,WI,Lafayette County
53587,STANDARD,WI,Lafayette County
53588,STANDARD,WI,Sauk County
53589,STANDARD,WI,Dane County
53590,STANDARD,WI,Dane County
53593,STANDARD,WI,Dane County
53594,STANDARD,WI,Jefferson County
53595,UNIQUE,WI,Iowa County
53596,UNIQUE,WI,Dane County
53597,STANDARD,WI,Dane County
53598,STANDARD,WI,Dane County
53599,PO BOX,WI,Lafayette County
53701,PO BOX,WI,Dane County
53702,UNIQUE,WI,Waukesha County
53703,STANDARD,WI,Dane County
53704,STANDARD,WI,Dane County
53705,STANDARD,WI,Dane County
53706,STANDARD,WI,Dane County
53707,PO BOX,WI,Dane County
53708,PO BOX,WI,Dane County
53711,STANDARD,WI,Dane County
53713,STANDARD,WI,Dane County
53714,STANDARD,WI,Dane County
53715,STANDARD,WI,Dane County
53716,STANDARD,WI,Dane County
53717,STANDARD,WI,Dane County
53718,STANDARD,WI,Dane County
53719,STANDARD,WI,Dane County
53725,STANDARD,WI,Dane County
53726,STANDARD,WI,Dane County
53744,STANDARD,WI,Dane County
53774,UNIQUE,WI,Dane County
53777,UNIQUE,WI,Dane County
53778,UNIQUE,WI,Dane County
53779,UNIQUE,WI,Dane County
53782,UNIQUE,WI,Dane County
53783,UNIQUE,WI,Dane County
53784,UNIQUE,WI,Dane County
53785,UNIQUE,WI,Dane County
53786,UNIQUE,WI,Dane County
53788,UNIQUE,WI,Dane County
53789,UNIQUE,WI,Dane County
53790,UNIQUE,WI,Dane County
53791,UNIQUE,WI,Dane County
53792,UNIQUE,WI,Dane County
53793,UNIQUE,WI,Dane County
53794,UNIQUE,WI,Dane County
53801,STANDARD,WI,Grant County
53802,PO BOX,WI,Grant County
53803,STANDARD,WI,Lafayette County
53804,STANDARD,WI,Grant County
53805,STANDARD,WI,Grant County
53806,STANDARD,WI,Grant County
53807,STANDARD,WI,Grant County
53808,PO BOX,WI,Grant County
53809,STANDARD,WI,Grant County
53810,STANDARD,WI,Grant County
53811,STANDARD,WI,Grant County
53812,PO BOX,WI,Grant County
53813,STANDARD,WI,Grant County
53816,STANDARD,WI,Grant County
53817,PO BOX,WI,Grant County
53818,STANDARD,WI,Grant County
53820,STANDARD,WI,Grant County
53821,STANDARD,WI,Crawford County
53824,PO BOX,WI,Grant County
53825,STANDARD,WI,Grant County
53826,STANDARD,WI,Crawford County
53827,STANDARD,WI,Grant County
53901,STANDARD,WI,Columbia County
53910,STANDARD,WI,Adams County
53911,STANDARD,WI,Columbia County
53913,STANDARD,WI,Sauk County
53916,STANDARD,WI,Dodge County
53919,STANDARD,WI,Fond du Lac County
53920,STANDARD,WI,Marquette County
53922,STANDARD,WI,Dodge County
53923,STANDARD,WI,Columbia County
53924,STANDARD,WI,Richland County
53925,STANDARD,WI,Columbia County
53926,STANDARD,WI,Green Lake County
53927,PO BOX,WI,Adams County
53928,PO BOX,WI,Columbia County
53929,STANDARD,WI,Juneau County
53930,STANDARD,WI,Marquette County
53931,PO BOX,WI,Fond du Lac County
53932,STANDARD,WI,Columbia County
53933,STANDARD,WI,Dodge County
53934,STANDARD,WI,Adams County
53935,PO BOX,WI,Columbia County
53936,STANDARD,WI,Adams County
53937,STANDARD,WI,Sauk County
53939,PO BOX,WI,Green Lake County
53940,PO BOX,WI,Sauk County
53941,STANDARD,WI,Sauk County
53942,PO BOX,WI,Sauk County
53943,STANDARD,WI,Sauk County
53944,STANDARD,WI,Juneau County
53946,STANDARD,WI,Green Lake County
53947,PO BOX,WI,Green Lake County
53948,STANDARD,WI,Juneau County
53949,STANDARD,WI,Marquette County
53950,STANDARD,WI,Juneau County
53951,STANDARD,WI,Sauk County
53952,STANDARD,WI,Adams County
53953,PO BOX,WI,Marquette County
53954,STANDARD,WI,Columbia County
53955,STANDARD,WI,Columbia County
53956,STANDARD,WI,Dodge County
53957,UNIQUE,WI,Columbia County
53958,UNIQUE,WI,Sauk County
53959,STANDARD,WI,Sauk County
53960,STANDARD,WI,Columbia County
53961,STANDARD,WI,Sauk County
53962,PO BOX,WI,Juneau County
53963,STANDARD,WI,Dodge County
53964,STANDARD,WI,Marquette County
53965,STANDARD,WI,Sauk County
53968,STANDARD,WI,Juneau County
53969,PO BOX,WI,Columbia County
54001,STANDARD,WI,Polk County
54002,STANDARD,WI,St. Croix County
54003,STANDARD,WI,Pierce County
54004,STANDARD,WI,Polk County
54005,STANDARD,WI,Polk County
54006,STANDARD,WI,Polk County
54007,STANDARD,WI,St. Croix County
54009,STANDARD,WI,Polk County
54010,PO BOX,WI,Pierce County
54011,STANDARD,WI,Pierce County
54013,STANDARD,WI,St. Croix County
54014,STANDARD,WI,Pierce County
54015,STANDARD,WI,St. Croix County
54016,STANDARD,WI,St. Croix County
54017,STANDARD,WI,St. Croix County
54020,STANDARD,WI,Polk County
54021,STANDARD,WI,Pierce County
54022,STANDARD,WI,Pierce County
54023,STANDARD,WI,St. Croix County
54024,STANDARD,WI,Polk County
54025,STANDARD,WI,St. Croix County
54026,STANDARD,WI,Polk County
54027,STANDARD,WI,St. Croix County
54028,STANDARD,WI,St. Croix County
54082,STANDARD,WI,St. Croix County
54101,STANDARD,WI,Oconto County
54102,STANDARD,WI,Marinette County
54103,STANDARD,WI,Forest County
54104,STANDARD,WI,Marinette County
54106,STANDARD,WI,Outagamie County
54107,STANDARD,WI,Shawano County
54110,STANDARD,WI,Calumet County
54111,STANDARD,WI,Shawano County
54112,STANDARD,WI,Marinette County
54113,STANDARD,WI,Outagamie County
54114,STANDARD,WI,Marinette County
54115,STANDARD,WI,Brown County
54119,STANDARD,WI,Marinette County
54120,STANDARD,WI,Florence County
54121,STANDARD,WI,Florence County
54123,STANDARD,WI,Calumet County
54124,STANDARD,WI,Oconto County
54125,STANDARD,WI,Marinette County
54126,STANDARD,WI,Brown County
54127,STANDARD,WI,Shawano County
54128,STANDARD,WI,Shawano County
54129,STANDARD,WI,Calumet County
54130,STANDARD,WI,Outagamie County
54131,PO BOX,WI,Outagamie County
54135,STANDARD,WI,Menominee County
54136,STANDARD,WI,Outagamie County
54137,STANDARD,WI,Shawano County
54138,STANDARD,WI,Oconto County
54139,STANDARD,WI,Oconto County
54140,STANDARD,WI,Outagamie County
54141,STANDARD,WI,Oconto County
54143,STANDARD,WI,Marinette County
54149,STANDARD,WI,Oconto County
54150,STANDARD,WI,Menominee County
54151,STANDARD,WI,Marinette County
54152,PO BOX,WI,Outagamie County
54153,STANDARD,WI,Oconto County
54154,STANDARD,WI,Oconto County
54155,STANDARD,WI,Brown County
54156,STANDARD,WI,Marinette County
54157,STANDARD,WI,Marinette County
54159,STANDARD,WI,Marinette County
54160,PO BOX,WI,Calumet County
54161,STANDARD,WI,Marinette County
54162,STANDARD,WI,Brown County
54165,STANDARD,WI,Outagamie County
54166,STANDARD,WI,Shawano County
54169,STANDARD,WI,Calumet County
54170,STANDARD,WI,Outagamie County
54171,STANDARD,WI,Oconto County
54173,STANDARD,WI,Brown County
54174,STANDARD,WI,Oconto County
54175,STANDARD,WI,Oconto County
54177,STANDARD,WI,Marinette County
54180,STANDARD,WI,Brown County
54182,PO BOX,WI,Shawano County
54201,STANDARD,WI,Kewaunee County
54202,STANDARD,WI,Door County
54204,STANDARD,WI,Door County
54205,STANDARD,WI,Kewaunee County
54207,PO BOX,WI,Manitowoc County
54208,STANDARD,WI,Brown County
54209,STANDARD,WI,Door County
54210,STANDARD,WI,Door County
54211,PO BOX,WI,Door County
54212,STANDARD,WI,Door County
54213,STANDARD,WI,Door County
54214,PO BOX,WI,Manitowoc County
54215,PO BOX,WI,Manitowoc County
54216,STANDARD,WI,Kewaunee County
54217,STANDARD,WI,Kewaunee County
54220,STANDARD,WI,Manitowoc County
54221,PO BOX,WI,Manitowoc County
54226,PO BOX,WI,Door County
54227,STANDARD,WI,Manitowoc County
54228,STANDARD,WI,Manitowoc County
54229,STANDARD,WI,Brown County
54230,STANDARD,WI,Manitowoc County
54232,PO BOX,WI,Manitowoc County
54234,STANDARD,WI,Door County
54235,STANDARD,WI,Door County
54240,PO BOX,WI,Manitowoc County
54241,STANDARD,WI,Manitowoc County
54245,STANDARD,WI,Manitowoc County
54246,STANDARD,WI,Door County
54247,STANDARD,WI,Manitowoc County
54301,STANDARD,WI,Brown County
54302,STANDARD,WI,Brown County
54303,STANDARD,WI,Brown County
54304,STANDARD,WI,Brown County
54305,PO BOX,WI,Brown County
54306,PO BOX,WI,Brown County
54307,PO BOX,WI,Brown County
54308,PO BOX,WI,Brown County
54311,STANDARD,WI,Brown County
54313,STANDARD,WI,Brown County
54324,PO BOX,WI,Brown County
54344,UNIQUE,WI,Brown County
54401,STANDARD,WI,Marathon County
54402,PO BOX,WI,Marathon County
54403,STANDARD,WI,Marathon County
54404,UNIQUE,WI,Wood County
54405,STANDARD,WI,Clark County
54406,STANDARD,WI,Portage County
54407,STANDARD,WI,Portage County
54408,STANDARD,WI,Marathon County
54409,STANDARD,WI,Langlade County
54410,STANDARD,WI,Wood County
54411,STANDARD,WI,Marathon County
54412,STANDARD,WI,Wood County
54413,PO BOX,WI,Wood County
54414,STANDARD,WI,Shawano County
54415,PO BOX,WI,Wood County
54416,STANDARD,WI,Shawano County
54417,PO BOX,WI,Marathon County
54418,STANDARD,WI,Langlade County
54420,STANDARD,WI,Clark County
54421,STANDARD,WI,Clark County
54422,STANDARD,WI,Clark County
54423,STANDARD,WI,Portage County
54424,STANDARD,WI,Langlade County
54425,STANDARD,WI,Clark County
54426,STANDARD,WI,Marathon County
54427,STANDARD,WI,Marathon County
54428,STANDARD,WI,Langlade County
54429,PO BOX,WI,Marathon County
54430,STANDARD,WI,Langlade County
54432,PO BOX,WI,Marathon County
54433,STANDARD,WI,Taylor County
54434,PO BOX,WI,Taylor County
54435,STANDARD,WI,Lincoln County
54436,STANDARD,WI,Clark County
54437,STANDARD,WI,Clark County
54439,PO BOX,WI,Taylor County
54440,STANDARD,WI,Marathon County
54441,STANDARD,WI,Wood County
54442,STANDARD,WI,Lincoln County
54443,STANDARD,WI,Portage County
54446,STANDARD,WI,Clark County
54447,STANDARD,WI,Taylor County
54448,STANDARD,WI,Marathon County
54449,STANDARD,WI,Wood County
54450,PO BOX,WI,Shawano County
54451,STANDARD,WI,Taylor County
54452,STANDARD,WI,Lincoln County
54454,STANDARD,WI,Wood County
54455,STANDARD,WI,Marathon County
54456,STANDARD,WI,Clark County
54457,STANDARD,WI,Wood County
54458,PO BOX,WI,Portage County
54459,STANDARD,WI,Price County
54460,STANDARD,WI,Clark County
54462,STANDARD,WI,Langlade County
54463,STANDARD,WI,Oneida County
54464,PO BOX,WI,Langlade County
54465,STANDARD,WI,Langlade County
54466,STANDARD,WI,Wood County
54467,STANDARD,WI,Portage County
54469,STANDARD,WI,Wood County
54470,STANDARD,WI,Taylor County
54471,STANDARD,WI,Marathon County
54472,UNIQUE,WI,Wood County
54473,STANDARD,WI,Portage County
54474,STANDARD,WI,Marathon County
54475,STANDARD,WI,Wood County
54476,STANDARD,WI,Marathon County
54479,STANDARD,WI,Marathon County
54480,STANDARD,WI,Taylor County
54481,STANDARD,WI,Portage County
54482,STANDARD,WI,Portage County
54484,STANDARD,WI,Marathon County
54485,STANDARD,WI,Langlade County
54486,STANDARD,WI,Shawano County
54487,STANDARD,WI,Lincoln County
54488,STANDARD,WI,Clark County
54489,STANDARD,WI,Wood County
